Episode,Action Sequence,Total Reward,Steps Taken,Q-Table
11,"[np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(1), 3, np.int64(1), np.int64(0), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]",14,12,"[[[-2.13048235 -1.47539679 -1.408875   -1.42405891]
  [-1.1221376  -1.13367358 -1.46647288 -1.11533582]
  [-0.81695008 -0.92580524 -1.45114526 -0.85664866]
  [-0.62055066 -0.73363295 -0.75       -0.82889208]
  [-0.61301268 -0.75       -0.75       -0.7018058 ]]

 [[-1.494375   -1.05479637 -1.23379557 -1.05589402]
  [-0.93332159 -0.90473575 -0.96816104 -0.95315315]
  [-0.78205476 -0.79381833 -0.799989   -0.71536677]
  [-0.59830712 -0.67158462 -0.63127886 -0.66420287]
  [-0.6086113  -0.75       -0.59328369 -0.50588813]]

 [[-1.48693921 -0.80714048 -0.82379133 -0.82505764]
  [-0.71168824 -0.76982703 -0.78354419 -0.71014299]
  [-0.61757012 -0.55419562 -0.65249041 -0.56659313]
  [-0.46725497 -0.41029594 -0.31704375 -0.14665787]
  [-0.298875   -0.75       -0.33825844  1.67907773]]

 [[-0.75       -0.70217474 -0.62226027 -0.5774062 ]
  [-0.57266216 -0.55419562 -0.6344311  -0.57902108]
  [-0.44706748 -0.40725    -0.32008969 -0.25343016]
  [-0.298875    3.38654279 -0.15       -0.15      ]
  [-0.15       -1.3875     -0.171375   15.57126211]]

 [[-0.75       -0.56659313 -0.46768901 -1.408875  ]
  [-0.45224558 -0.14434136 -0.46984402 -0.75      ]
  [-0.2775      3.35746781 -0.15       -0.75      ]
  [-0.15       13.90736719  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
12,"[np.int64(2), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(1), np.int64(3), np.int64(1), np.int64(3)]",13,9,"[[[-2.13048235 -1.47539679 -2.14830844 -1.51075856]
  [-1.1221376  -1.13367358 -1.46647288 -1.11533582]
  [-0.81695008 -0.92580524 -1.45114526 -0.85664866]
  [-0.62055066 -0.73363295 -0.75       -0.82889208]
  [-0.61301268 -0.75       -0.75       -0.7018058 ]]

 [[-1.494375   -1.17550176 -1.23379557 -1.05589402]
  [-0.93332159 -1.02096515 -0.96816104 -0.95315315]
  [-0.78205476 -0.79381833 -0.799989   -0.83703463]
  [-0.59830712 -0.67158462 -0.63127886 -0.66420287]
  [-0.6086113  -0.75       -0.59328369 -0.50588813]]

 [[-1.48693921 -0.80714048 -0.82379133 -0.82505764]
  [-0.71168824 -0.76982703 -0.78354419 -0.71014299]
  [-0.61757012 -0.64196503 -0.65249041 -0.56659313]
  [-0.46725497 -0.41029594 -0.31704375  0.20792316]
  [-0.298875   -0.75       -0.33825844  1.67907773]]

 [[-0.75       -0.70217474 -0.62226027 -0.5774062 ]
  [-0.57266216 -0.55419562 -0.6344311  -0.57902108]
  [-0.44706748 -0.40725    -0.32008969 -0.25343016]
  [-0.298875    4.94746622 -0.15       -0.15      ]
  [-0.15       -1.3875     -0.171375   16.98557279]]

 [[-0.75       -0.56659313 -0.46768901 -1.408875  ]
  [-0.45224558 -0.14434136 -0.46984402 -0.75      ]
  [-0.2775      3.35746781 -0.15       -0.75      ]
  [-0.15       13.90736719  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
13,"[0, np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1)]",11,11,"[[[-2.77115404 -1.56302263 -2.14830844 -1.51075856]
  [-1.1221376  -1.13367358 -1.46647288 -1.23103377]
  [-0.81695008 -0.92580524 -1.45114526 -0.85664866]
  [-0.62055066 -0.73363295 -0.75       -0.82889208]
  [-0.61301268 -0.75       -0.75       -0.7018058 ]]

 [[-1.494375   -1.17550176 -1.23379557 -1.16252744]
  [-1.09378825 -1.02096515 -0.96816104 -0.95315315]
  [-0.78205476 -0.79381833 -0.799989   -0.83703463]
  [-0.59830712 -0.67158462 -0.63127886 -0.66420287]
  [-0.6086113  -0.75       -0.59328369 -0.50588813]]

 [[-1.48693921 -0.93726479 -0.82379133 -0.82505764]
  [-0.71168824 -0.76982703 -0.78354419 -0.83259442]
  [-0.61757012 -0.64196503 -0.65249041 -0.56659313]
  [-0.46725497 -0.41029594 -0.31704375  0.20792316]
  [-0.298875   -0.75       -0.33825844  1.67907773]]

 [[-0.75       -0.70217474 -0.62226027 -0.5774062 ]
  [-0.57266216 -0.65718008 -0.6344311  -0.57902108]
  [-0.44706748 -0.40725    -0.32008969  0.11302353]
  [-0.298875    4.94746622 -0.15       -0.15      ]
  [-0.15       -1.3875     -0.171375   16.98557279]]

 [[-0.75       -0.56659313 -0.46768901 -1.408875  ]
  [-0.45224558 -0.14434136 -0.46984402 -0.75      ]
  [-0.2775      4.68564746 -0.15       -0.75      ]
  [-0.15       15.57126211  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
14,"[np.int64(3), np.int64(3), np.int64(2), np.int64(1), np.int64(3), np.int64(0), np.int64(3), 3, np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",8,18,"[[[-2.77115404 -1.56302263 -2.14830844 -1.59980493]
  [-1.1221376  -1.13367358 -1.46647288 -1.23103377]
  [-0.81695008 -0.92580524 -1.45114526 -0.85664866]
  [-0.62055066 -0.73363295 -0.75       -0.82889208]
  [-0.61301268 -0.75       -0.75       -0.7018058 ]]

 [[-1.494375   -1.28500082 -1.23379557 -1.25553859]
  [-1.09378825 -1.02096515 -0.96816104 -1.06159576]
  [-0.78205476 -0.79381833 -0.799989   -0.83703463]
  [-0.59830712 -0.67158462 -0.63127886 -0.66420287]
  [-0.6086113  -0.75       -0.59328369 -0.50588813]]

 [[-1.48693921 -0.93726479 -1.01773163 -1.04360237]
  [-0.87250572 -0.76982703 -0.78354419 -0.83259442]
  [-0.61757012 -0.64196503 -0.65249041 -0.56659313]
  [-0.46725497 -0.41029594 -0.31704375  0.20792316]
  [-0.298875   -0.75       -0.33825844  1.67907773]]

 [[-0.75       -0.82845289 -0.81195629 -0.83206433]
  [-0.73757317 -0.65718008 -0.6344311  -0.57902108]
  [-0.44706748 -0.40725    -0.32008969  0.11302353]
  [-0.298875    4.94746622 -0.15       -0.15      ]
  [-0.15       -1.3875     -0.171375   16.98557279]]

 [[-0.75       -0.6521728  -0.63620775 -1.408875  ]
  [-0.45224558  0.39501461 -0.46984402 -0.75      ]
  [-0.2775      6.0517052  -0.15       -0.75      ]
  [-0.15       16.98557279  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
15,"[np.int64(1), np.int64(0), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(0), np.int64(1), np.int64(3), np.int64(0), np.int64(2), np.int64(3), np.int64(1), 1, np.int64(0), np.int64(2), np.int64(1), np.int64(0), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), 0, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",-2,28,"[[[-2.77115404 -1.70425125 -2.14830844 -1.68565006]
  [-1.33178916 -1.31760467 -1.46647288 -1.34186624]
  [-1.01968797 -1.02536292 -1.45114526 -1.11043248]
  [-0.81848523 -0.73363295 -0.75       -0.82889208]
  [-0.61301268 -0.75       -0.75       -0.7018058 ]]

 [[-1.494375   -1.28500082 -1.43220876 -1.25553859]
  [-1.09378825 -1.13093949 -1.1483592  -1.06159576]
  [-0.95270949 -0.91000434 -0.96191789 -0.94221896]
  [-0.77255948 -0.67158462 -0.63127886 -0.66420287]
  [-0.6086113  -0.75       -0.59328369 -0.50588813]]

 [[-1.48693921 -0.93726479 -1.01773163 -1.04360237]
  [-0.87250572 -0.76982703 -0.78354419 -0.83259442]
  [-0.61757012 -0.64196503 -0.65249041 -0.6570677 ]
  [-0.46725497 -0.41029594 -0.31704375  0.20792316]
  [-0.298875   -0.75       -0.33825844  1.67907773]]

 [[-0.75       -0.82845289 -0.81195629 -0.83206433]
  [-0.73757317 -0.65718008 -0.6344311  -0.58587834]
  [-0.61251787 -0.40725    -0.50978474  0.11302353]
  [-0.298875    4.94746622 -0.15       -0.15      ]
  [-0.15       -1.3875     -0.171375   16.98557279]]

 [[-0.75       -0.6521728  -0.63620775 -1.408875  ]
  [-0.45224558  1.04813041 -0.46984402 -0.75      ]
  [-0.2775      7.41439354 -0.15       -0.75      ]
  [-0.15       18.18773687  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
16,"[np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(0), 0, np.int64(2), np.int64(1), 0, np.int64(3), np.int64(3), np.int64(0), np.int64(2), np.int64(1), np.int64(2), np.int64(3), np.int64(3), 2, np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3)]",-1,23,"[[[-2.77115404 -1.70425125 -2.14830844 -1.7617168 ]
  [-1.33178916 -1.31760467 -1.46647288 -1.34186624]
  [-1.01968797 -1.02536292 -1.45114526 -1.11043248]
  [-0.81848523 -0.73363295 -0.75       -0.82889208]
  [-0.61301268 -0.75       -0.75       -0.7018058 ]]

 [[-1.494375   -1.39352809 -1.43220876 -1.44686616]
  [-1.27220446 -1.13093949 -1.1483592  -1.1710011 ]
  [-0.95270949 -0.91000434 -0.96191789 -0.94221896]
  [-0.77255948 -0.67158462 -0.63127886 -0.66420287]
  [-0.6086113  -0.75       -0.59328369 -0.50588813]]

 [[-1.48693921 -1.15957415 -1.1981845  -1.14393701]
  [-1.03665662 -0.99998322 -0.96728996 -0.94119292]
  [-0.78658965 -0.66604122 -0.65249041 -0.6570677 ]
  [-0.46725497 -0.41029594 -0.31704375  0.73174862]
  [-0.298875   -0.75       -0.33825844  1.67907773]]

 [[-1.494375   -0.82845289 -0.99069634 -0.83206433]
  [-0.73757317 -0.65718008 -0.81642726 -0.58587834]
  [-0.61251787 -0.40725    -0.50978474  0.11302353]
  [-0.298875    6.47579041 -0.15       -0.15      ]
  [-0.15       -1.3875     -0.171375   18.18773687]]

 [[-0.75       -0.6521728  -0.63620775 -1.408875  ]
  [-0.45224558  1.04813041 -0.46984402 -0.75      ]
  [-0.2775      7.41439354 -0.15       -0.75      ]
  [-0.15       18.18773687  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
17,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(0), np.int64(2), np.int64(0), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), 0, np.int64(3), np.int64(1), np.int64(1)]",-1,23,"[[[-2.77115404 -1.78637223 -2.14830844 -1.84603704]
  [-1.53306543 -1.41526951 -1.46647288 -1.34186624]
  [-1.20651473 -1.1396756  -1.45114526 -1.11043248]
  [-0.99182666 -0.86094231 -1.494375   -0.94920718]
  [-0.77793578 -0.75       -0.75       -0.7018058 ]]

 [[-1.494375   -1.49565776 -1.43220876 -1.44686616]
  [-1.27220446 -1.24097419 -1.1483592  -1.1710011 ]
  [-0.95270949 -1.01346093 -0.96191789 -0.94221896]
  [-0.77255948 -0.67158462 -0.79112972 -0.61029826]
  [-0.6086113  -0.75       -0.59328369 -0.50588813]]

 [[-1.48693921 -1.15957415 -1.1981845  -1.14393701]
  [-1.03665662 -0.99998322 -0.96728996 -0.94119292]
  [-0.78658965 -0.66604122 -0.65249041 -0.6570677 ]
  [-0.46725497 -0.41029594 -0.31704375  1.95836863]
  [-0.298875   -0.75       -0.33825844  1.67907773]]

 [[-1.494375   -0.82845289 -0.99069634 -0.83206433]
  [-0.73757317 -0.65718008 -0.81642726 -0.58587834]
  [-0.61251787 -0.40725    -0.50978474  1.00262108]
  [-0.3879379   6.47579041 -0.07874293 -0.15      ]
  [-0.15       -1.3875     -0.171375   18.18773687]]

 [[-0.75       -0.6521728  -0.63620775 -1.408875  ]
  [-0.45224558  1.04813041 -0.46984402 -0.75      ]
  [-0.2775      8.74398701 -0.15       -0.75      ]
  [-0.15       19.20957634  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
18,"[1, np.int64(3), np.int64(2), np.int64(1), 3, np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",12,14,"[[[-2.77115404 -1.85963233 -2.14830844 -1.84603704]
  [-1.53306543 -1.51121571 -1.46647288 -1.45422749]
  [-1.20651473 -1.1396756  -1.45114526 -1.22813381]
  [-0.99182666 -0.86094231 -1.494375   -0.94920718]
  [-0.77793578 -0.75       -0.75       -0.7018058 ]]

 [[-1.494375   -1.49565776 -1.43220876 -1.44686616]
  [-1.27220446 -1.24097419 -1.32778122 -1.27947092]
  [-1.12667073 -1.01346093 -0.96191789 -1.043866  ]
  [-0.77255948 -0.67158462 -0.79112972 -0.61029826]
  [-0.6086113  -0.75       -0.59328369 -0.50588813]]

 [[-1.48693921 -1.15957415 -1.1981845  -1.14393701]
  [-1.03665662 -0.99998322 -0.96728996 -1.03350164]
  [-0.78658965 -0.66604122 -0.84037795 -0.6570677 ]
  [-0.46725497 -0.41029594 -0.31704375  1.95836863]
  [-0.298875   -0.75       -0.33825844  1.67907773]]

 [[-1.494375   -0.82845289 -0.99069634 -0.83206433]
  [-0.73757317 -0.65718008 -0.81642726 -0.49863801]
  [-0.61251787 -0.40725    -0.50978474  1.00262108]
  [-0.3879379   6.47579041 -0.07874293 -0.15      ]
  [-0.15       -1.3875     -0.171375   18.18773687]]

 [[-0.75       -0.6521728  -0.63620775 -1.408875  ]
  [-0.45224558  1.986929   -0.46984402 -0.75      ]
  [-0.2775     10.01975359 -0.15       -0.75      ]
  [-0.15       20.07813989  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
19,"[3, np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(3), 1, np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3)]",7,15,"[[[-2.77115404 -1.9379149  -2.14830844 -1.92322123]
  [-1.53306543 -1.51121571 -1.46647288 -1.56293219]
  [-1.20651473 -1.24140854 -1.45114526 -1.22813381]
  [-0.99182666 -0.98180829 -1.494375   -0.94920718]
  [-0.77793578 -0.75       -0.75       -0.81862399]]

 [[-1.494375   -1.49565776 -1.63237505 -1.44686616]
  [-1.27220446 -1.34190136 -1.32778122 -1.27947092]
  [-1.12667073 -1.01346093 -1.13003398 -1.043866  ]
  [-0.77255948 -0.67158462 -0.79112972 -0.61029826]
  [-0.6086113  -1.45958906 -0.59328369 -0.34073633]]

 [[-1.48693921 -1.15957415 -1.1981845  -1.14393701]
  [-1.03665662 -0.99998322 -0.96728996 -1.03350164]
  [-0.78658965 -0.66604122 -0.84037795 -0.6570677 ]
  [-0.46725497 -0.41029594 -0.31704375  1.95836863]
  [-0.298875   -0.75       -0.33825844  3.86896858]]

 [[-1.494375   -0.82845289 -0.99069634 -0.83206433]
  [-0.73757317 -0.65718008 -0.81642726 -0.49863801]
  [-0.61251787 -0.40725    -0.50978474  1.00262108]
  [-0.3879379   7.94617436 -0.07874293 -0.15      ]
  [ 0.64530013 -1.3875     -0.171375   19.20957634]]

 [[-0.75       -0.6521728  -0.63620775 -1.408875  ]
  [-0.45224558  1.986929   -0.46984402 -0.75      ]
  [-0.2775     10.01975359 -0.15       -0.75      ]
  [-0.15       20.07813989  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
20,"[np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",18,8,"[[[-2.77115404 -1.9379149  -2.14830844 -1.99091647]
  [-1.53306543 -1.51121571 -1.46647288 -1.56293219]
  [-1.20651473 -1.24140854 -1.45114526 -1.22813381]
  [-0.99182666 -0.98180829 -1.494375   -0.94920718]
  [-0.77793578 -0.75       -0.75       -0.81862399]]

 [[-1.494375   -1.49565776 -1.63237505 -1.54284726]
  [-1.27220446 -1.34190136 -1.32778122 -1.27947092]
  [-1.12667073 -1.01346093 -1.13003398 -1.043866  ]
  [-0.77255948 -0.67158462 -0.79112972 -0.61029826]
  [-0.6086113  -1.45958906 -0.59328369 -0.34073633]]

 [[-1.48693921 -1.15957415 -1.1981845  -1.240401  ]
  [-1.03665662 -0.99998322 -0.96728996 -1.03350164]
  [-0.78658965 -0.66604122 -0.84037795 -0.6570677 ]
  [-0.46725497 -0.41029594 -0.31704375  1.95836863]
  [-0.298875   -0.75       -0.33825844  3.86896858]]

 [[-1.494375   -0.92524087 -0.99069634 -0.83206433]
  [-0.73757317 -0.65718008 -0.81642726 -0.29070492]
  [-0.61251787 -0.40725    -0.50978474  1.00262108]
  [-0.3879379   7.94617436 -0.07874293 -0.15      ]
  [ 0.64530013 -1.3875     -0.171375   19.20957634]]

 [[-0.75       -0.6521728  -0.63620775 -1.408875  ]
  [-0.45224558  2.96670453 -0.46984402 -0.75      ]
  [-0.2775     11.22792549 -0.15       -0.75      ]
  [-0.15       20.81641891  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
21,"[np.int64(1), np.int64(2), np.int64(1), np.int64(0), np.int64(0), np.int64(3), np.int64(0), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",0,18,"[[[-2.77115404 -2.00620005 -2.14830844 -2.05522744]
  [-1.73681121 -1.6064617  -2.20547433 -1.56293219]
  [-1.39399935 -1.24140854 -1.45114526 -1.22813381]
  [-0.99182666 -0.98180829 -1.494375   -0.94920718]
  [-0.77793578 -0.75       -0.75       -0.81862399]]

 [[-2.23316719 -1.60259823 -1.63237505 -1.62665949]
  [-1.45122952 -1.34190136 -1.32778122 -1.38004789]
  [-1.12667073 -1.01346093 -1.13003398 -1.043866  ]
  [-0.77255948 -0.67158462 -0.79112972 -0.61029826]
  [-0.6086113  -1.45958906 -0.59328369 -0.34073633]]

 [[-1.48693921 -1.27347685 -1.1981845  -1.240401  ]
  [-1.03665662 -1.09361789 -1.15452107 -1.03350164]
  [-0.78658965 -0.66604122 -0.84037795 -0.56563404]
  [-0.46725497 -0.41029594 -0.31704375  1.95836863]
  [-0.298875   -0.75       -0.33825844  3.86896858]]

 [[-1.494375   -0.92524087 -0.99069634 -0.83206433]
  [-0.73757317 -0.65718008 -0.81642726 -0.29070492]
  [-0.61251787 -0.40725    -0.50978474  2.3022073 ]
  [-0.3879379   7.94617436 -0.07874293 -0.15      ]
  [ 0.64530013 -1.3875     -0.171375   19.20957634]]

 [[-0.75       -0.6521728  -0.63620775 -1.408875  ]
  [-0.45224558  2.96670453 -0.46984402 -0.75      ]
  [-0.2775     12.36007636 -0.15       -0.75      ]
  [-0.15       21.44395607  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
22,"[np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]",16,10,"[[[-2.77115404 -2.07798788 -2.14830844 -2.05522744]
  [-1.73681121 -1.69050151 -2.20547433 -1.66770118]
  [-1.39399935 -1.24140854 -1.45114526 -1.33833192]
  [-0.99182666 -0.98180829 -1.494375   -0.94920718]
  [-0.77793578 -0.75       -0.75       -0.81862399]]

 [[-2.23316719 -1.60259823 -1.63237505 -1.62665949]
  [-1.45122952 -1.34190136 -1.50753483 -1.38004789]
  [-1.12667073 -1.09840929 -1.13003398 -1.043866  ]
  [-0.77255948 -0.67158462 -0.79112972 -0.38968599]
  [-0.6086113  -1.45958906 -0.59328369 -0.34073633]]

 [[-1.48693921 -1.27347685 -1.1981845  -1.240401  ]
  [-1.03665662 -1.09361789 -1.15452107 -1.03350164]
  [-0.78658965 -0.66604122 -0.84037795 -0.56563404]
  [-0.46725497 -0.41029594 -0.31704375  2.64694318]
  [-0.298875   -0.75       -0.33825844  3.86896858]]

 [[-1.494375   -0.92524087 -0.99069634 -0.83206433]
  [-0.73757317 -0.65718008 -0.81642726 -0.29070492]
  [-0.61251787 -0.40725    -0.50978474  2.3022073 ]
  [-0.3879379   9.34161283 -0.07874293 -0.15      ]
  [ 0.64530013 -1.3875     -0.171375   20.07813989]]

 [[-0.75       -0.6521728  -0.63620775 -1.408875  ]
  [-0.45224558  2.96670453 -0.46984402 -0.75      ]
  [-0.2775     12.36007636 -0.15       -0.75      ]
  [-0.15       21.44395607  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
23,"[3, np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 1]",18,8,"[[[-2.77115404 -2.07798788 -2.14830844 -2.12531357]
  [-1.73681121 -1.69050151 -2.20547433 -1.66770118]
  [-1.39399935 -1.24140854 -1.45114526 -1.33833192]
  [-0.99182666 -0.98180829 -1.494375   -0.94920718]
  [-0.77793578 -0.75       -0.75       -0.81862399]]

 [[-2.23316719 -1.70342944 -1.63237505 -1.62665949]
  [-1.45122952 -1.43936706 -1.50753483 -1.38004789]
  [-1.12667073 -1.09840929 -1.13003398 -1.11788895]
  [-0.77255948 -0.67158462 -0.79112972 -0.38968599]
  [-0.6086113  -1.45958906 -0.59328369 -0.34073633]]

 [[-1.48693921 -1.27347685 -1.1981845  -1.240401  ]
  [-1.03665662 -1.09361789 -1.15452107 -1.03350164]
  [-0.78658965 -0.66604122 -0.84037795 -0.3027244 ]
  [-0.46725497 -0.41029594 -0.31704375  2.64694318]
  [-0.298875   -0.75       -0.33825844  3.86896858]]

 [[-1.494375   -0.92524087 -0.99069634 -0.83206433]
  [-0.73757317 -0.65718008 -0.81642726 -0.29070492]
  [-0.61251787 -0.40725    -0.50978474  3.56818709]
  [-0.3879379   9.34161283 -0.07874293 -0.15      ]
  [ 0.64530013 -1.3875     -0.171375   20.07813989]]

 [[-0.75       -0.6521728  -0.63620775 -1.408875  ]
  [-0.45224558  2.96670453 -0.46984402 -0.75      ]
  [-0.2775     13.41182864 -0.15       -0.75      ]
  [-0.15       21.97736266  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
24,"[2, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",13,9,"[[[-2.77115404 -2.15393712 -2.87217544 -2.12531357]
  [-1.73681121 -1.69050151 -2.20547433 -1.76420283]
  [-1.39399935 -1.24140854 -1.45114526 -1.33833192]
  [-0.99182666 -0.98180829 -1.494375   -0.94920718]
  [-0.77793578 -0.75       -0.75       -0.81862399]]

 [[-2.23316719 -1.70342944 -1.63237505 -1.62665949]
  [-1.45122952 -1.43936706 -1.50753483 -1.47031469]
  [-1.12667073 -1.09840929 -1.13003398 -1.11788895]
  [-0.77255948 -0.67158462 -0.79112972 -0.38968599]
  [-0.6086113  -1.45958906 -0.59328369 -0.34073633]]

 [[-1.48693921 -1.27347685 -1.1981845  -1.240401  ]
  [-1.03665662 -1.09361789 -1.15452107 -1.06990185]
  [-0.78658965 -0.66604122 -0.84037795 -0.3027244 ]
  [-0.46725497 -0.41029594 -0.31704375  2.64694318]
  [-0.298875   -0.75       -0.33825844  3.86896858]]

 [[-1.494375   -0.92524087 -0.99069634 -0.83206433]
  [-0.73757317 -0.65718008 -0.81642726  0.02565621]
  [-0.61251787 -0.40725    -0.50978474  3.56818709]
  [-0.3879379   9.34161283 -0.07874293 -0.15      ]
  [ 0.64530013 -1.3875     -0.171375   20.07813989]]

 [[-0.75       -0.6521728  -0.63620775 -1.408875  ]
  [-0.45224558  4.28288444 -0.46984402 -0.75      ]
  [-0.2775     14.38182853 -0.15       -0.75      ]
  [-0.15       22.43075826  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
25,"[np.int64(3), np.int64(3), np.int64(2), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]",14,12,"[[[-2.77115404 -2.22174301 -2.87217544 -2.18831551]
  [-1.73681121 -1.763827   -2.20547433 -1.76420283]
  [-1.39399935 -1.34045928 -1.45114526 -1.33833192]
  [-0.99182666 -0.98180829 -1.494375   -1.01235635]
  [-0.77793578 -0.75       -0.75       -0.81862399]]

 [[-2.23316719 -1.70342944 -1.84445483 -1.70340186]
  [-1.45122952 -1.43936706 -1.50753483 -1.47031469]
  [-1.12667073 -1.09840929 -1.13003398 -1.11788895]
  [-0.77255948 -0.67158462 -0.79112972 -0.10404369]
  [-0.6086113  -1.45958906 -0.59328369 -0.34073633]]

 [[-1.48693921 -1.27347685 -1.40107027 -1.240401  ]
  [-1.03665662 -1.09361789 -1.15452107 -1.06990185]
  [-0.78658965 -0.66604122 -0.84037795 -0.3027244 ]
  [-0.46725497 -0.41029594 -0.31704375  3.43108153]
  [-0.298875   -0.75       -0.33825844  3.86896858]]

 [[-1.494375   -0.92524087 -0.99069634 -0.83206433]
  [-0.73757317 -0.65718008 -0.81642726  0.02565621]
  [-0.61251787 -0.40725    -0.50978474  3.56818709]
  [-0.3879379  10.65150584 -0.07874293 -0.15      ]
  [ 0.64530013 -1.3875     -0.171375   20.81641891]]

 [[-0.75       -0.6521728  -0.63620775 -1.408875  ]
  [-0.45224558  4.28288444 -0.46984402 -0.75      ]
  [-0.2775     14.38182853 -0.15       -0.75      ]
  [-0.15       22.43075826  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
26,"[np.int64(3), np.int64(3), 2, np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]",16,10,"[[[-2.77115404 -2.22174301 -2.87217544 -2.25280295]
  [-1.73681121 -1.763827   -2.20547433 -1.76420283]
  [-1.39399935 -1.34045928 -1.45114526 -1.33833192]
  [-0.99182666 -0.98180829 -1.494375   -1.01235635]
  [-0.77793578 -0.75       -0.75       -0.81862399]]

 [[-2.23316719 -1.80302483 -1.84445483 -1.77464872]
  [-1.45122952 -1.52998532 -1.50753483 -1.47031469]
  [-1.12667073 -1.09847412 -1.13003398 -1.11788895]
  [-0.77255948 -0.67158462 -0.79112972  0.25049198]
  [-0.6086113  -1.45958906 -0.59328369 -0.34073633]]

 [[-1.48693921 -1.27347685 -1.58364843 -1.240401  ]
  [-1.03665662 -1.09361789 -1.15452107 -1.06990185]
  [-0.78658965 -0.66604122 -0.84037795 -0.3027244 ]
  [-0.46725497 -0.41029594 -0.31704375  4.28425888]
  [-0.298875   -0.75       -0.33825844  3.86896858]]

 [[-1.494375   -0.92524087 -0.99069634 -0.83206433]
  [-0.73757317 -0.65718008 -0.81642726  0.02565621]
  [-0.61251787 -0.40725    -0.50978474  3.56818709]
  [-0.3879379  11.87011966 -0.07874293 -0.15      ]
  [ 0.64530013 -1.3875     -0.171375   21.44395607]]

 [[-0.75       -0.6521728  -0.63620775 -1.408875  ]
  [-0.45224558  4.28288444 -0.46984402 -0.75      ]
  [-0.2775     14.38182853 -0.15       -0.75      ]
  [-0.15       22.43075826  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
